,ID,Name,Address,Rating,OpeningHour,PhoneNum,Parking,Amenities,Description,TotalCheckins,PowerLevel,NumofStation,ChargeType
682,52429,LA Harbor College,"1598 W. L St., Wilmington, CA 90744",6.1,,Parking: Free,+1 310-233-4000,,"Four green AV stations in ""West Parking Structure"" garage surrounded by six spaces where the cord could reach, four marked for EVs. Enter garage and turn right. Free charging, day use parking permit may be required. The parking structure seems to only be opened when classes are in session. Closed some weekends.",23,,4,J-1772
683,52651,Wedbush Building,"1000 Wilshire Blvd Los Angeles, CA 90017",8.1,Open 24/7 - 24/7,Parking: Pay,+1 800-663-5633,"Dining, Restrooms, Shopping",Two SemaConnect stations located past the entrance. Parking rates apply.,27,,2,J-1772
684,5276,City National Plaza,"505 S Flower St, Los Angeles, California 90071, United States",10,Open 24/7 - 24/7,,+1 888-758-4389,,"To enter parking, turn left at 4th and Flower into City National Plaza Garage. Thirteen Level 2 charging stations, ChargePoint RFID card or smartphone required. Charging stations are on parking level A and C",24,,5,J-1772
685,5277,City National Plaza,"400 S Flower St, Los Angeles, California 90071, United States",9.3,,,+1 888-758-4389,,located on the 5th Floor next to the parking office and the pedestrian walkway to Flower Street,18,,3,J-1772
686,53588,Whole Foods Market,"11666 National Boulevard Los Angeles, CA 90064",10,Charger works at 7am (maybe earlier) and shuts off at 10pm,Parking: Free,+1 310-996-8840,"EV Parking, Grocery","Two Free Level 2 J1772 Volta charging stations are located near the entrance. Parking spaces near chargers have electric vehicle charging only signs posted w/1-hr time limit. If you have any issues, please report with the Volta Charging app or call Volta at (888) 264-2208. Thanks!",266,7.68 kW,3,J-1772
687,53934,The Parking Spot,"9101 S Sepulveda Blvd, Los Angeles, CA 90045",10,Open 24/7 - 24 hours,Parking: Pay,,Dining,Level 2. Can bring own charger (level 1).,13,,2,"J-1772, Wall"
688,54356,Comfort Inn,"2300 Colorado Boulevard Los Angeles, CA 90041",9,Open 24/7 - It is open to hotel guest and ICE may be parked.,,+1 888-758-4389,"Lodging, WiFi","This ChargePoint Station is in the Comfort Inn parking lot. It's located right as you enter, behind the 2nd column on the right side facing the pool.
",28,,1,J-1772
689,54618,Best Western Plus Sunset Plaza Hotel,"8400 Sunset Blvd. Los Angeles, CA 90069",,,Parking: Free,+1 323-654-0750,"Lodging, EV Parking, Dining, Restrooms, Shopping, Park","J1772 SCH-40, 32 amp EV Charger, J1772 SCH-100, 80 amp EV Charger. 2 Tesla HPWC Destination Chargers, up to 80A. Available for guests only. Self park",2,16 kW,3,"Tesla, J-1772"
690,54741,4th Street Parking/Charging,"111 E 4th St Los Angeles, CA 90013",3,"Open 24/7 - 2 hour parking, while charging 9a - 8p, Mon-Fri.
",Parking: Free,,"EV Parking, Park, Lodging, Dining","Single spot w/charge port left side of one-way Street in front of Krav Maga on W. 4th St. 
",148,,1,J-1772
691,54755,Mid Valley Comprehensive Health Center,"7515 Van Nuys Blvd, Van Nuys, CA 91405",6.7,"Open 24/7 - According to security guard Tammy, this is ""County Private Property"" and cannot be parked in by people who are not patients of the pharmacy or medical centers.
",Parking: Free,+1 213-974-9505,,"In new parking structure. Five Eaton Level 2s. Well signed and security guards patrol the structure, so ICE-ing should be rare. Two Eaton 20kw CHAdeMOs have not been activated. Currently free to use.",62,,5,J-1772
692,54942,Tarragona Plaza,"1050 N Western Ave, San Pedro, CA 90732",10,Open 24/7,Parking: Free,+1 877-494-3833,"Dining, Restrooms, EV Parking, Shopping, Grocery",,305,7.2 - 50 kW,5,"CHAdeMO, CCS/SAE, J-1772"
693,54943,8000 Sunset Blvd,"8000 W Sunset Blvd, Los Angeles 90046",3.3,Open 24/7,Parking: Pay,+1 877-494-3833,"Park, Dining, Grocery, Shopping, Restrooms, EV Parking, Lodging","2 Tesla CHAdeMO adapters available at station. EVgo Fast Chargers are located on P2 of the parking garage. From W Sunset Blvd turn onto N Laurel Ave. Enter the garage on the right. Chargers are near the elevators. 
",975,7.2 - 50 kW,7,"Tesla, CHAdeMO, CCS/SAE, J-1772"
694,5495,Figueroa at Wilshire,"601 S Figueroa St, Los Angeles, California 90017, United States",7.8,,,,,The valet will direct you to the charging station on level P1,10,,3,J-1772
695,54978,Helms Bakery Parking,"3181 Helms Ave Los Angeles, CA 90034",6.6,,,,,"2 Level 2 chargers across the street from Helms Bakery parking lot. Parking lot sign reads "" 2 hour parking only"".",10,,1,J-1772
696,55128,LAZ Parking - Atria West,"10635 Santa Monica Blvd, Los Angeles, CA 90025",,,Parking: Pay,,"Restrooms, Shopping, EV Parking, Dining",West building.,3,,1,J-1772
697,55516,Office building,"12100 Wilshire Blvd. Los Angeles, CA 90025",5.6,,,,,"Two bright green parking spaces & two charger plugs. Credit card to pay, there is a removable post blocking the spaces, typically there are staff on hand to remove them, they discourage ICE autos .",7,,1,J-1772
698,55548,Los Angeles Valley College,"5800 Fulton Avenue Valley Glen, CA 91401",10,,Parking: Pay,+1 818-947-2600,,Three charging stations for staff and also two chargers in the next row for students located in the new parking structure.,22,,5,J-1772
699,55730,El Camino Real High School,"5440 Valley Circle Blvd, Woodland Hills, CA 91367",8.2,,Parking: Free,,EV Parking,Chargers are located in the north side of the Teacher's lot against the building.,15,,2,J-1772
700,55863,Century West BMW,"4245 Lankershim Boulevard North Hollywood, CA 91602",3.4,,Parking: Free,+1 818-432-9000,"EV Parking, Restrooms, Shopping",,13,,3,"CCS/SAE, Wall, J-1772"
701,55866,Television Center Parking Lot,"6300 Romaine St, Los Angeles, CA, 90038",8.8,Open 24/7 - 24 hours daily,,,,"outside of parking structure, S/w corner near Cole ave entrance",13,,1,J-1772
702,55893,Commerce Plaza,"11340 W. Olympic Blvd., Los Angeles, CA 90064",10,Closed after 6pm,Parking: Free,,"Shopping, Restrooms, EV Parking, Dining",Two double-headed ChargePoint EVSEs (four J1772 plugs total) with four EV spots. Enter parking structure from Sawtelle. Chargers are in the first back corner on the left as you enter and drive up the sloped path.,94,,2,J-1772
703,55905,UCLA - Parking Structure 4,"221 Westwood Plaza, Los Angeles, CA 90077",8.2,Open 24/7,Parking: Pay,,EV Parking,Free Nissan Fast DC charge and lots of J1772 stations. 6 wall plugs available. Quick right turn in the permit parking area. Charging is free. $13 per day for parking.,17,50 kW,8,"Wall, J-1772, CHAdeMO"
704,55984,Reveal Luxury Apartments,"21201 Kittridge St, Los Angeles, CA, 91303",8.3,Open 24/7 - 24 hours daily,Parking: Free,,,"In front of leasing office next to ""future resident Parking""",19,,1,J-1772
705,55986,Trader Joe's & 1600 Vine Parking Garage,"1600 Vine St, Los Angeles, CA, 90028",5.7,Open 24/7 - 24/7,Parking: Pay,,"Lodging, Dining, Restrooms, Shopping, Grocery",Tesla Destination and ChargePoint and Greenlots Level 2 stations. Chargepoint stations are both broken. No additional charge for Tesla L2 charging. 1 hour validation at Trader Joe's.,51,7 - 8 kW,4,"J-1772, Tesla"
706,56075,InterContinental Hotel Los Angeles,"2151 Avenue of the Stars, Los Angeles, California 90067 United States",,,Parking: Pay,,"Lodging, Dining","InterContinental Los Angeles is proud to offer EV charging for their guests, please see valet. 
",3,16 kW,3,"Tesla, J-1772"
707,56081,Ace Hotel,"929 S Broadway, Los Angeles, CA 90015",,,Parking: Free,,"Lodging, Dining, EV Parking, Restrooms, Shopping",,2,13 kW,3,Tesla
708,56088,LA County Beaches Parking Lot 77,"13560 Mindanao Way, Marina Del Rey, CA 90292, USA",10,Open 24/7 - 24/7,Parking: Pay,+1 855-387-3783,"WiFi, EV Parking, Park, Dining, Restrooms","Contrary to the posted instructions...
",133,,1,J-1772
709,56096,Olive View UCLA Medical Center,"14445 Olive View Dr, Sylmar, CA 91342",4.2,Open 24/7 - 24/7,Parking: Free,+1 855-387-3783,,"Four hour parking limit. Four Level 2 chargers on east side of Sheriff substation. Map marker location is precise. Enter off Kennedy St and go up to where hospital ER is at and turn left onto Bucher, then turn left onto Garden (first driveway) down hill. Look left and turn into alley that looks like a drive through and is marked 'caution pedestrians'. Now go to the right and look for chargers. Free to use but they are 210v/32. Use keypad to activate, * first, then enter charger number then """,374,,4,J-1772
710,56121,LA County Music Center,"135 N. Grand Ave., Los Angeles, CA",10,Mon. - Fri.: 6 a.m. - 12 a.m.; Sat. - Sun.: 7 a.m. - 12 a.m.,,+1 855-387-3783,,Three L2 chargers on parking level 1 just left of the entry and three L2 chargers on parkikng level 3. Chargers are Free to use but parking rates/hours apply.,42,,6,J-1772
711,56122,LA County Health Services Lot 29,"320 N. Fremont St., Los Angeles, CA",8,Mon. - Fri.: 6 a.m. - 12 a.m.; Sat. - Sun.: 7 a.m. - 12 a.m.,,+1 855-387-3783,,Four L2 chargers on first parking level. Enter off N. Fremont Ave. Chargers are Free but parking rates/hours apply.,14,,4,J-1772
712,56131,Shopping Center,"13131 Sherman Way, Los Angeles, CA, 91605",10,Open 24/7 - 24 hours daily,Parking: Free,,Dining,Station Located in Front Of UNIT ,31,,1,J-1772
713,56252,LADOT Robertson Garage ,"123 South Robertson Boulevard, Los Angeles, CA 90048, USA",6.2,6:00 am - 11:30 pm,Parking: Pay,,"Dining, Restrooms, EV Parking, Shopping",On lower level B1. Four Level 2 Clipper Creek chargers. Support www.adoptacharger.org,120,7 kW,6,J-1772
714,56323,Airport Marina Honda,"5850 Centinela Avenue, Los Angeles, CA 90045",,,Parking: Free,+1 888-381-0444,,,2,,1,J-1772
715,56448,Beverly Hills BMW,"5070 Wilshire Boulevard Los Angeles, CA 90036",8.8,9a - midnight. Gates close at midnight.,Parking: Free,+1 323-801-1430,"EV Parking, Shopping, Dining, Restrooms",BMW of Beverly Hills dealership. Free charging for BMWs. Three Level 2 chargers and two Level 3. Intended for BMW customers. ChargePoint stations inside dealership lot.,17,24 kW,5,"CCS/SAE, J-1772"
716,56552,Fountain Park at Playa Vista,"13141 Fountain Park Dr., Los Angeles, CA 90094",7.9,Open 24/7 - 24 hours daily,Parking: Free,,"Dining, Park, EV Parking, Restrooms, Shopping","Located in a parking structure labeled ""guest parking"". One entrance goes down into underground the other entrance is to the left. Take the left option.",21,,1,J-1772
717,56705,Village Walk,"18700 Ventura Boulevard, Tarzana, CA 91356",10,6:00 AM to 12:00 AM,Parking: Free,+1 818-578-7840,"Shopping, Restrooms, EV Parking, Dining","Right in front of the main entrance.
",254,7.68 kW,2,J-1772
718,56821,Cal State University Northridge - Lot B5,"18111 Nordhoff St Los Angeles, CA 91325",8.2,"24hours, 4 hour limit",Parking: Pay,+1 818-677-2157,EV Parking,"Two clipper Creek DS-100 stations. Faculty and student parking permit required, or purchase $8 permit at machine in lot. Four-hour maximum per day.",40,,2,J-1772
719,5691,Constellation Place,"10250 Constellation Blvd, Los Angeles, California 90067, United States",2.7,Unavailable on weekends.,,+1 310-551-0077,,"Enter parking from Constellation Blvd., then watch for an overhead sign pointing left. After turning, head toward the exit. Turn right just before the exit - the six charging stations are located on the south wall. Clearly signed as EV charging stations.",20,,6,J-1772
720,57082,Los Angeles Airport Marriott,5855 West Century Boulevard Los Angeles California 90045 USA,6.1,,Parking: Pay,+1 310-641-5700,"Lodging, Dining","For guests of the Los Angeles Airport Marriott. Also it's more likely for only valet parking. Just talk to the valet parking employees and see if they can help you.
",31,13 kW,5,"Tesla, Wall, J-1772"
721,57184,The Standard Downtown LA,"550 S Flower St, Los Angeles, CA 90071",,,Parking: Pay,,"Lodging, Dining",,2,16 kW,3,"Tesla, J-1772"
722,57356,The Beverly Hills Hotel,"9641 Sunset Blvd., Beverly Hills, CA 90210",7,24 hrs per day,Parking: Pay,+1 310-276-2251,,"The Beverly Hills Hotel is offering complimentary Electric Vehicle charging for guests and patrons. 4 Tesla chargers (2x80A, 2x50A) and 2 Clipper Creek (48A J1772 plug).",4,16 kW,7,"Tesla, J-1772"
723,57615,Cal State University Northridge - Lot F2,"18111 Nordhoff Street , Northridge, California, 91325",9.3,Open 24/7 - 24/7,Parking: Pay,,"Restrooms, Shopping, EV Parking, Dining",Three clipper creek J1772 30 amp units.,22,,1,J-1772
724,57653,Beverly Wilshire,"9500 Wilshire Blvd., Beverly Hills, CA 90212",,Open 24/7 - 24 hrs per day,Parking: Pay,+1 310-275-5200,Lodging,Beverly Wilshire is happy to offer EV charging for guests. Please see valet.<br><br>6 Tesla Wall Connectors - up to 80A<br>3 Clipper Creek - 48A,3,7 - 16 kW,9,"J-1772, Tesla"
725,57726,The Sunset / Equinox,"8570 Sunset Blvd, West Hollywood, CA 90069",6.5,Open 24/7,Parking: Free,,"Lodging, Restrooms, Dining, Shopping, EV Parking",Two ChargePoint stations on first floor just as you turn right to head down the ramp to the lower levels.,23,,1,J-1772
726,57920,Hotel Bel Air,"701 Stone Canyon Road, Los Angeles, CA 90077",,Open 24/7 - 24 hrs per day,Parking: Pay,+1 310-472-1211,Lodging,"Hotel Bel Air is offering complimentary Electric Vehicle charging for guests and patrons. Four Tesla chargers (2x80A, 2x50A) and 1 Clipper Creek (48A J1772 plug).",2,16 kW,5,"Tesla, J-1772"
727,58298,W Hollywood Hotel and Residences,"6250 Hollywood Blvd., Los Angeles, ca 90028",9,,Parking: Pay,+1 323-798-1330,"Lodging, Dining",W Hollywood is happy to offer EV charging for guests and patrons. Please see valet for use.,6,16 kW,6,"Tesla, J-1772"
728,59035,Sunset Marquis Hotel,"1200 Alta Loma Rd West Hollywood, CA 90069",,,Parking: Free,+1 310-657-1333,"WiFi, Shopping, Restrooms, EV Parking, Lodging, Dining",Sunset Marquis is happy to offer EV charging. Please see valet for use.<br/><br/>Six Tesla Wall Connectors - 80A<br/>Two ClipperCreek - 30A,1,16 kW,8,"Tesla, J-1772"
729,59038,Culver City Supercharger,"6000 Sepulveda Blvd., Culver City, CA 90230",10,Open 24/7,Parking: Free,+1 877-798-3752,"WiFi, Dining, Shopping, EV Parking, Restrooms","The Superchargers are located in the Westfield Culver City, near JC Penny, at the corner of Hannum Avenue and Fox Hills Drive.",363,120 kW,16,Supercharger
730,59134,Gas Company Tower,"555 W 5th Street, Los Angeles, Ca 90013",,,,,,"24/7 parking. LV2 chargepoint chargers. Parking rate starts at $4.50...even if you're there for less than 5 minutes. 
",4,,6,J-1772
731,59717,Volkswagen of Van Nuys,"6115 Van Nuys Boulevard Van Nuys, CA 91401",,,Parking: Free,+1 818-785-7111,"EV Parking, Restrooms, Shopping",,4,,1,J-1772
732,60616,Kaiser Permanente Medical Center,"5601 De Soto Avenue Woodland Hills, California 91367",7,Open 24/7,Parking: Free,+1 877-455-3833,,"Two parking spots on immediate left when entering at farthest south entrance to parking structure. One of these is marked EV/handicapped, though it's unclear whether both conditions are needed for the use of the space.
",202,7.2 kW,13,"J-1772, Wall"
733,60679,Lewis MacAdams Riverfront Park,"2944 Gleneden St, Los Angeles, CA 90039",7.6,Sunrise to sunset,Parking: Free,,"Restrooms, EV Parking, Park","Formerly named, “Marsh Park.” There are three ports total, but one is dedicated to a handicap parking stall. Two parking stalls with ChargePoint EVSE. Left charger with dual plugs and access for handicap. Parking lot gate opens at sunrise and is locked at sunset.",118,,2,J-1772
734,61219,The Muller Company - 5100,5100 West Gold leaf Circle 90056,5.4,,Parking: Free,,,Two chargers against corner,6,,2,J-1772
735,61254,The Getty Villa South Parking,"17985 Pacific Coast Hwy, Los Angeles, CA 90272",8.6,Wed - Monday 10am-5pm,Parking: Pay,+1 310-440-7300,Dining,"Note: access to the Getty Villa entrance is only from the northbound right-hand lane of Pacific Coast Highway. Two Level 2 chargers and two 120V wall receptacles. There is a fee for parking, but charging is free to visitors. Support www.adoptacharger.org",23,,4,"Wall, J-1772"
736,61258,The Getty Center,"1200 Getty Center Dr, Los Angeles, CA 90049",8,,Parking: Pay,,Dining,"Eight Level 2 chargers. Admission to the Getty Center is always free. As of April 2019 parking is $20 per car, but reduced to $15 after 3 p.m. and $10 after 6p.m. for evening events throughout the week.",112,,8,J-1772
737,61260,The Getty Villa Central Parking,"17985 Pacific Coast Hwy, Los Angeles, CA 90272",10,10 am - 5pm,Parking: Pay,,"Dining, Restrooms, EV Parking, WiFi, Shopping","Getty Villa access from northbound PCH only. Free reservations required. Three Level 2 chargers located in the central underground parking. The first charger is on the left after entering the garage. The last two chargers are on the right, just before the garage exit.
",13,,3,J-1772
738,61535,Stella Marina del Rey Luxury Apartments,"13488 Maxella Ave, Marina Del Rey, CA 90292",1.8,,Parking: Free,+1 310-305-3535,Dining,"Enter parking lot on Maxella Ave, there are 3 entrances in that alley. Charger located in lower floor guest parking (last one at the end of the alley). Which is on the west side of the gate in the furthest swc. (Parking spots 378, 379)",114,,1,J-1772
739,62017,Extra Space Self Storage,"1860 Vine St Los Angeles, CA 90028",5.9,"Open during business hrs, M-F",Parking: Free,,,"Primarily for customers of the storage space, but the folks who work here seem cool with letting anyone charge for a bit. Please don't unplug others! Folks who unplug will not be welcome to return as seen on video security cameras!",107,,1,J-1772
740,62077,Mount Saint Mary's University,"12001 Chalon Road Los Angeles, California 90049",,,Parking: Pay,+1 310-954-4250,"Dining, Restrooms, EV Parking, Park, WiFi, Shopping","Two 240V charging stations are located on the top floor of the parking garage, northwest corner. Students or faculty permit required.",1,,1,J-1772
741,62430,Playa Vista Community Center,"12855 Runway Rd, Playa Vista 90094",8,Open 24/7,Parking: Free,+1 877-494-3833,"WiFi, Dining, Restrooms, Shopping, EV Parking, Grocery, Park",EVgo Fast Charger is located to the rear of the gym and can be found at the northwest corner of the parking lot of Runway Rd and McConnell Ave.,1947,7.2 - 50 kW,3,"CHAdeMO, CCS/SAE, J-1772"
742,62721,University of Southern California - PSA,3667 McClintock Avenue Los Angeles CA 90089,5.5,,Parking: Pay,,,"At corner to enter and stations are on the right. There are two Level 2 ChargePoint stations, $0.25/kWh.",20,,1,J-1772
743,62948,Extra Space Storage,"2904 Casitas Ave., Los Angeles, CA 90039",10,Open 24/7,Parking: Free,+1 877-913-5587,,Please be courteous to other Plug Ins and not leave your vehicle parked (unattended or at least leave a note as to when you will be back to pick up your vehicle). Please do not take advantage of a good thing. Thank you.,185,,1,J-1772
744,62951,Extra Space Storage,"6033 S. Central Ave., Los Angeles, CA 90001",5,Open 24/7,Parking: Free,+1 323-232-0200,,,118,,1,J-1772
745,63080,The Muller Company - 5140,"5140 W. Goldleaf Circle, Los Angeles, CA, 90056",9,,Parking: Free,,"Shopping, Restrooms, EV Parking, Dining",Four Blink Chargers.,5,,4,J-1772
746,63611,Market At The Reserve,"13031 W Jefferson Blvd Los Angeles, CA 90066",5.9,Open 24/7 - 24/7,Parking: Pay,,,Three non-networked ChargePoint charging stations (two EV plugs each) located inside a paid parking lot.,15,,3,J-1772
747,64190,Providence Holy Cross Medical Center - General Parking,"15031 Rinaldi Street, Mission Hills, CA 91346",4,Open 24/7,Parking: Free,+1 818-365-8051,,There are six Blink chargers in the parking lot off of Lev Avenue immediately to the west of the hospital. They are next to the NW side of the helicopter pad and you can use that lot without paying a parking charge if you tell the parking attendant at the gate that you are charging your EV.,9,,5,J-1772
748,64636,Westfield Fashion Square - Macy's,"14006 Riverside Dr Los Angeles, CA 91423",9,Open 24/7 - Mall Hours,Parking: Free,+1 888-264-2208,"Dining, EV Parking, Restrooms, Shopping, Park, WiFi, Grocery","Two free Volta chargers at East Macy's entrance, directly under the ramp and also at the top of the ramp on the Macy's end
",369,7.68 - 9.6 kW,4,J-1772
749,65498,SAG-AFTRA,"5757 Wilshire Blvd Los Angeles, CA 90036",10,,Parking: Pay,,"Dining, Restrooms, Shopping, EV Parking, Park","Enter parking from Curson Ave, immediately west of restaurants. ChargePoint stations are located on the second floor of the parking garage, near elevator. Four spots but tight parking. 
",54,,2,J-1772
750,66052,W Hotel Los Angeles,"930 Hilgard Ave Los Angeles, CA 90024",9,,Parking: Pay,+1 310-208-8765,"Shopping, Restrooms, EV Parking, Lodging, Dining",EV charging for guests and patrons. Please see valet.<br><br>Two Tesla Connectors - 64A<br>One ClipperCreek - 32A,7,16 kW,3,"J-1772, Tesla"
751,66140,Motif Apartments,"21021 Erwin St, Los Angeles, CA 91367",5.9,,Parking: Free,,"Restrooms, EV Parking","Guest parking level has six chargers. Four on one side, two on the other side. Two on one side are at disabled stalls. It is not clear whether these stalls were meant for disabled then were converted to electric.",28,,5,J-1772
752,66830,Encino Executive Tower,"16633 Ventura Blvd Los Angeles, CA 91436",9,,Parking: Pay,,,"Two ChargePoint stations, can accommodate four cars!",8,,1,J-1772
753,67013,Walgreens,"18430 Sherman Way, Reseda, CA 91335",10,Open 24/7,Parking: Free,,,ChargePoint,15,,1,J-1772
754,68506,Wilshire Vermont Station,"3183 Wilshire Blvd, Los Angeles, CA 90010",8.8,,Parking: Pay,,"Restrooms, EV Parking, Park, WiFi, Shopping, Dining",One ChargePoint dual charger and two Tesla chargers in the Wilshire Vermont Station garage. Chargers are in the northwest corner of the building. Charging is $1.50 per hour and parking fees apply. The lot is closed for public parking after midnight.,51,8 kW,3,"Tesla, J-1772"
755,68644,10960 Wilshire Office Building,"10960 Wilshire Blvd, Los Angeles, CA 90024",7,,Parking: Pay,+1 310-897-0212,,Four Blink chargers on the third floor near the elevator on the northeast corner.,9,,4,J-1772
756,6866,Electric Lodge,"1416 Electric Ave., Venice, CA 90291",10,"Public can use EVSE before 7 p.m. After 7 p.m., charging is for Electric Lodge patrons only. Fours free parking while charging. No overnight parking.",Parking: Free,+1 310-306-1854,"Dining, Restrooms, Shopping, EV Parking","Five ChargePoint Level 2 chargers, located against the building, near the back of the parking lot. Located on Electric Ave., just east of California Ave. Map marker location is precise.",213,,10,"Wall, J-1772"
757,6884,Granada Village,"10725 Zelzah Ave., Los Angeles, CA, 91344",4,Open 24/7,Parking: Free,+1 818-366-3761,,The two charging stations are in the parking cul-du-sac area in front of FedEx Office about 15 parking spaces away from the building. Blink charges .49 per kWh.,174,,2,J-1772
758,6890,Loyola Marymount University - U Hall,"1 LMU Drive, Los Angeles, CA 90045",7.8,Open 24/7 - 24/7,Parking: Pay,+1 310-338-2700,,"Charging stations are located in the underground parking structure, parking section 2A, parking spaces ",6,,15,J-1772
759,6904,El Camino Shopping Center,"23335 Mulholland Drive, Woodland Hills, CA 91364",6.2,Open 24/7,Parking: Free,,Dining,Located next to Taco Bell,102,,2,J-1772
760,69298,UCLA - Parking Structure SV,"200 De Neve Drive, Los Angeles, CA 90095",8.8,,Parking: Pay,,"Restrooms, EV Parking, Shopping, Dining","Two dual Level 2 chargers are located on the first floor, front-left corner of the structure. Enter and turn to the left, turn left at last aisle & 4 chargers are on the right at the end. Four hour parking maximum at charger. Additional parking P3 - 17 Wall Plugs. Permit Required.",26,,19,"Wall, J-1772"
761,69345,Hilton Los Angeles Airport,"5711 W Century Blvd, Los Angeles, CA 90045",8.3,,Parking: Pay,,"WiFi, Restrooms, Shopping, EV Parking, Lodging, Dining","EV charging for guests and patrons. please see valet.
",8,6 kW,4,"Tesla, J-1772"
762,69446,Pacific Design Center,"8687 Melrose Ave West Hollywood, CA 90069",10,,Parking: Pay,+1 310-657-0800,Dining,"The chargers are located in the Blue/Green parking area. Enter the parking lot and look left. Spots were previously reserved for valet, but you can park here yourself and not have to pay valet fees. You will have to pay to exit the lot and fees are high: $1.50/12 minutes is posted rate. $10 flat rate on Saturday.",11,,1,J-1772
763,69882,Westwood Center,"1080 Glendon Ave, Los Angeles, CA 90024",8.6,,Parking: Free,,"Valet Parking, Dining, EV Parking","Three single EV Spots located on floor P4. Parking fees apply and can rack up to $30 quickly. Validation may be available from offices in the building, but the Napa Valley Grille on the ground floor does not validate.",15,,3,J-1772
764,69900,Met Lofts Parking Garage,"1050 S Flower St, Los Angeles, California 90015 United States",4.6,,Parking: Free,,"Shopping, EV Parking, Restrooms, Dining","2 Tesla Connectors, 2 J-1772",8,8 kW,4,"J-1772, Tesla"
765,69947,L'Ermitage Beverly Hills,"9291 Burton Way, Beverly Hills, California 90210 United States",,,Parking: Pay,+1 310-278-3344,"Restrooms, Shopping, Dining, EV Parking, Lodging",EV charging for guests and patrons. please see valet. <br><br>2 Tesla Connector - 64A<br>2 ClipperCreek - 32A,0,6 kW,4,"Tesla, J-1772"
766,70048,AT&T Center,"1143 S Olive St. Los Angeles, CA 90015",10,,Parking: Pay,,"Shopping, EV Parking, Restrooms, Dining",$2/10min parking fee,17,,2,J-1772
767,70654,Los Angeles Zoo,"5333 Zoo Dr., Los Angeles, CA 90027",1,5:30 AM - 10:00 PM - Daily. Parking lot gate is locked after hours.,Parking: Free,+1 855-900-7584,"Dining, EV Parking, Park, Shopping, Restrooms","CHAdeMO/CCS charging. Near back of Lot S, near entrance walkway. Greenlots CCS DCFC ID ",2582,50 kW,8,"CHAdeMO, CCS/SAE, J-1772"
768,70996,The Village at Westfield Topanga,"6600 Topanga Canyon Boulevard, Canoga Park, CA 91303",10,,Parking: Free,+1 818-594-8732,"Dining, Restrooms, Shopping","Eight chargers available from ChargePoint. You will need a ChargePoint account to access these chargers.
",163,,4,J-1772
769,7150,Metro-Goldwyn-Mayer Building,"245 N Beverly Dr, Beverly Hills, California 90210, United States",9,,,+1 888-758-4389,,,5,,4,J-1772
770,71913,AKA Beverly Hills,"155 N Crescent Dr, Beverly Hills, CA, United States, 90210",,,Parking: Pay,+1 310-385-1924,"Lodging, Dining",,0,8 kW,3,Tesla
771,72409,The Westin Bonaventure Hotel & Suites,"404 S Figueroa St, Los Angeles, California 90071 United States",,,Parking: Pay,+1 213-624-1000,"Shopping, Restrooms, Dining, EV Parking, Lodging",Tesla charging for guests and patrons. please see valet. <br><br>3 Tesla Connector - 40A,3,8 kW,3,Tesla
772,7258,La Cienega Tennis Center,"321 S La Cienega Blvd, Beverly Hills, California 90035, United States",6.2,La Cienega Park Court Reservation Hours: Mon. - Sun.: 7 a.m. - 10 p.m.,Parking: Pay,+1 310-652-7555,"Park, EV Parking, Restrooms, Shopping, Dining","Charging for BOEVs only. Parking enforcement will ticket/tow all others. 
",167,,2,J-1772
773,7259,City of Beverly Hills Brighton Lot,"9510 Brighton Way, Beverly Hills, California 90210",7.9,Open until 9pm,,+1 888-758-4389,,"Two ChargePoint charging stations with three marked EV parking spots located directly in front of the entry gate. 0.25$/kWh
",42,,4,"Wall, J-1772"
774,7260,City of Beverly Hills Public Parking,"440 N Camden Dr, Beverly Hills, California 90210, United States",10,,Parking: Pay,+1 310-285-2552,"EV Parking, Restrooms, Dining, Shopping, Park","N. Camden Dr. is one-way, northbound. There are two Level 2 charging stations as you enter the parking structure.",38,,6,"J-1772, Wall"
775,7261,Beverly North Public Parking,"345 N Beverly Dr, Beverly Hills, California 90210, United States",10,Mon. - Fri.: 7 a.m. - 12 a.m.; Sat.: 8:30 a.m. - 10 p.m.,Parking: Pay,+1 310-285-2552,"Restrooms, Shopping, Dining","Parking Rates Apply, 2 hours free parking before 6pm! $5 flat fee parking fee after 6pm.
",107,,4,J-1772
776,7262,Crescent South Public Parking,"221 N Crescent Dr, Beverly Hills, California 90210, United States",3.5,,Parking: Pay,+1 888-758-4389,,An electrical charging station is located on each floor at no additional fee.,27,,2,J-1772
777,7264,Beverly Hills Public Library,"415 N. Rexford Dr, Beverly Hills, California 90210",8.4,Library hours: Mon. - Thu.: 10 a.m. - 8 p.m.; Fri. and Sat.: 10 a.m. - 6 p.m.; Sun.: noon - 5 p.m.,Parking: Free,+1 310-288-2200,"Dining, EV Parking, Restrooms, Park, Shopping, WiFi",The charging stations are located on the ground level in the parking lot adjacent to the library. Enter from Rexford Dr. Take a ticket then turn right- the EV are the first two spaces on the right. Free parking for the first two hours. Charging is no longer free. Donations to library for more chargers appreciated.,84,,4,"J-1772, Wall"
778,73303,Office Building,"302 W 5th St, Los Angeles, CA 90731",10,Open 24/7,Parking: Free,,,,32,7.2 kW,1,J-1772
